passenger_name,survived,age_years,passenger_class,sex,survived_logical,missing_age
Passenger 0977,no,19.9,3rd,male,FALSE,FALSE
Passenger 0978,yes,57.3,3rd,female,TRUE,FALSE
Passenger 0979,no,40.8,2nd,male,FALSE,FALSE
Passenger 0980,yes,25.4,1st,male,TRUE,FALSE
Passenger 0981,yes,,3rd,female,TRUE,TRUE
Passenger 0982,yes,,2nd,male,TRUE,TRUE
Passenger 0983,no,,3rd,male,FALSE,TRUE
Passenger 0984,no,,2nd,female,FALSE,TRUE
Passenger 0985,no,,3rd,male,FALSE,TRUE
Passenger 0986,yes,,2nd,female,TRUE,TRUE
Passenger 0987,no,,2nd,male,FALSE,TRUE
Passenger 0988,yes,46.6,1st,male,TRUE,FALSE
Passenger 0989,yes,,1st,female,TRUE,TRUE
Passenger 0990,no,,3rd,female,FALSE,TRUE
Passenger 0991,yes,47.1,1st,female,TRUE,FALSE
Passenger 0992,no,,3rd,male,FALSE,TRUE
Passenger 0993,yes,30.2,1st,male,TRUE,FALSE
Passenger 0994,yes,,2nd,female,TRUE,TRUE
Passenger 0995,yes,,3rd,male,TRUE,TRUE
Passenger 0996,no,,3rd,male,FALSE,TRUE
Passenger 0997,no,,3rd,male,FALSE,TRUE
Passenger 0998,no,,3rd,male,FALSE,TRUE
Passenger 0999,no,21.3,2nd,male,FALSE,FALSE
Passenger 1000,yes,,3rd,female,TRUE,TRUE
Passenger 1001,yes,53.8,1st,female,TRUE,FALSE
Passenger 1002,no,,3rd,female,FALSE,TRUE
Passenger 1003,no,27.6,2nd,male,FALSE,FALSE
Passenger 1004,no,38.8,3rd,male,FALSE,FALSE
Passenger 1005,yes,,3rd,male,TRUE,TRUE
Passenger 1006,no,,2nd,male,FALSE,TRUE
Passenger 1007,yes,,2nd,male,TRUE,TRUE
Passenger 1008,no,36.3,3rd,male,FALSE,FALSE
Passenger 1009,yes,33.2,3rd,female,TRUE,FALSE
Passenger 1010,no,23.7,1st,female,FALSE,FALSE
Passenger 1011,no,24.4,2nd,male,FALSE,FALSE
Passenger 1012,yes,28.9,3rd,male,TRUE,FALSE
Passenger 1013,yes,,3rd,female,TRUE,TRUE
Passenger 1014,yes,181.5,3rd,male,TRUE,FALSE
Passenger 1015,no,93.5,3rd,male,FALSE,FALSE
Passenger 1016,yes,40.1,2nd,male,TRUE,FALSE
Passenger 1017,no,,3rd,male,FALSE,TRUE
Passenger 1018,yes,65,3rd,female,TRUE,FALSE
Passenger 1019,no,23.4,3rd,male,FALSE,FALSE
Passenger 1020,no,14.4,3rd,female,FALSE,FALSE
Passenger 1021,no,77.2,3rd,male,FALSE,FALSE
Passenger 1022,no,,3rd,male,FALSE,TRUE
Passenger 1023,yes,20.4,1st,female,TRUE,FALSE
Passenger 1024,no,23.5,3rd,male,FALSE,FALSE
Passenger 1025,no,27.2,2nd,male,FALSE,FALSE
Passenger 1026,no,14.1,3rd,male,FALSE,FALSE
Passenger 1027,yes,9.1,1st,male,TRUE,FALSE
Passenger 1028,no,,3rd,male,FALSE,TRUE
Passenger 1029,no,44.2,2nd,male,FALSE,FALSE
Passenger 1030,no,31.1,3rd,male,FALSE,FALSE
Passenger 1031,no,,3rd,female,FALSE,TRUE
Passenger 1032,yes,,3rd,female,TRUE,TRUE
Passenger 1033,yes,33.6,3rd,male,TRUE,FALSE
Passenger 1034,no,8,3rd,male,FALSE,FALSE
Passenger 1035,yes,,2nd,female,TRUE,TRUE
Passenger 1036,yes,,1st,female,TRUE,TRUE
Passenger 1037,no,64.3,3rd,male,FALSE,FALSE
Passenger 1038,no,,2nd,male,FALSE,TRUE
Passenger 1039,no,,2nd,male,FALSE,TRUE
Passenger 1040,yes,50.4,2nd,female,TRUE,FALSE
Passenger 1041,no,20,3rd,female,FALSE,FALSE
Passenger 1042,yes,,1st,male,TRUE,TRUE
Passenger 1043,no,38.1,1st,male,FALSE,FALSE
Passenger 1044,no,111.3,2nd,male,FALSE,FALSE
Passenger 1045,no,,3rd,male,FALSE,TRUE
Passenger 1046,yes,22.3,3rd,female,TRUE,FALSE
Passenger 1047,yes,,1st,female,TRUE,TRUE
Passenger 1048,no,,3rd,female,FALSE,TRUE
Passenger 1049,no,,3rd,female,FALSE,TRUE
Passenger 1050,yes,,3rd,female,TRUE,TRUE
Passenger 1051,no,,3rd,male,FALSE,TRUE
Passenger 1052,no,95.6,3rd,male,FALSE,FALSE
Passenger 1053,no,52.9,1st,male,FALSE,FALSE
Passenger 1054,yes,,3rd,female,TRUE,TRUE
Passenger 1055,yes,,1st,female,TRUE,TRUE
Passenger 1056,yes,,1st,female,TRUE,TRUE
Passenger 1057,no,,3rd,male,FALSE,TRUE
Passenger 1058,no,21.2,1st,male,FALSE,FALSE
Passenger 1059,yes,30.6,2nd,female,TRUE,FALSE
Passenger 1060,no,27.8,3rd,male,FALSE,FALSE
Passenger 1061,no,,3rd,male,FALSE,TRUE
Passenger 1062,no,19.9,1st,male,FALSE,FALSE
Passenger 1063,yes,,1st,male,TRUE,TRUE
Passenger 1064,no,,3rd,male,FALSE,TRUE
Passenger 1065,yes,,3rd,female,TRUE,TRUE
Passenger 1066,yes,21.8,3rd,female,TRUE,FALSE
Passenger 1067,yes,,3rd,male,TRUE,TRUE
Passenger 1068,no,29.3,2nd,male,FALSE,FALSE
Passenger 1069,no,,3rd,male,FALSE,TRUE
Passenger 1070,yes,32.5,3rd,female,TRUE,FALSE
Passenger 1071,yes,18.2,2nd,female,TRUE,FALSE
Passenger 1072,yes,19.9,3rd,male,TRUE,FALSE
Passenger 1073,no,11,3rd,male,FALSE,FALSE
Passenger 1074,yes,,1st,male,TRUE,TRUE
Passenger 1075,no,19.9,3rd,male,FALSE,FALSE
Passenger 1076,yes,,2nd,female,TRUE,TRUE
Passenger 1077,yes,42.2,2nd,female,TRUE,FALSE
Passenger 1078,yes,36.7,1st,female,TRUE,FALSE
Passenger 1079,no,14.5,3rd,female,FALSE,FALSE
Passenger 1080,no,9,3rd,male,FALSE,FALSE
Passenger 1081,yes,,1st,female,TRUE,TRUE
Passenger 1082,yes,,1st,male,TRUE,TRUE
Passenger 1083,no,,3rd,male,FALSE,TRUE
Passenger 1084,yes,41.2,2nd,female,TRUE,FALSE
Passenger 1085,no,,3rd,male,FALSE,TRUE
Passenger 1086,no,,2nd,male,FALSE,TRUE
Passenger 1087,yes,,2nd,female,TRUE,TRUE
Passenger 1088,yes,,1st,female,TRUE,TRUE
Passenger 1089,no,,3rd,female,FALSE,TRUE
Passenger 1090,no,,3rd,male,FALSE,TRUE
Passenger 1091,yes,32.2,1st,male,TRUE,FALSE
Passenger 1092,no,,3rd,male,FALSE,TRUE
Passenger 1093,yes,43.4,3rd,male,TRUE,FALSE
Passenger 1094,yes,65.7,2nd,female,TRUE,FALSE
Passenger 1095,no,16.7,1st,male,FALSE,FALSE
Passenger 1096,yes,44.1,3rd,male,TRUE,FALSE
Passenger 1097,yes,,1st,male,TRUE,TRUE
Passenger 1098,no,,1st,male,FALSE,TRUE
Passenger 1099,no,13.9,3rd,male,FALSE,FALSE
Passenger 1100,no,,3rd,male,FALSE,TRUE
Passenger 1101,yes,47.4,1st,female,TRUE,FALSE
Passenger 1102,yes,,3rd,male,TRUE,TRUE
Passenger 1103,yes,,1st,male,TRUE,TRUE
Passenger 1104,yes,,1st,male,TRUE,TRUE
Passenger 1105,no,,3rd,male,FALSE,TRUE
Passenger 1106,yes,,3rd,male,TRUE,TRUE
Passenger 1107,no,,3rd,female,FALSE,TRUE
Passenger 1108,yes,,1st,female,TRUE,TRUE
Passenger 1109,no,19,3rd,male,FALSE,FALSE
Passenger 1110,yes,12.1,1st,male,TRUE,FALSE
Passenger 1111,yes,,2nd,female,TRUE,TRUE
Passenger 1112,yes,24.2,2nd,female,TRUE,FALSE
Passenger 1113,yes,,2nd,female,TRUE,TRUE
Passenger 1114,no,,3rd,male,FALSE,TRUE
Passenger 1115,yes,,2nd,male,TRUE,TRUE
Passenger 1116,no,33,3rd,female,FALSE,FALSE
Passenger 1117,no,,2nd,male,FALSE,TRUE
Passenger 1118,no,22.1,3rd,male,FALSE,FALSE
Passenger 1119,no,78,3rd,male,FALSE,FALSE
Passenger 1120,yes,25.7,1st,male,TRUE,FALSE
Passenger 1121,no,46.8,2nd,male,FALSE,FALSE
Passenger 1122,no,18.2,3rd,male,FALSE,FALSE
Passenger 1123,yes,8.5,1st,male,TRUE,FALSE
Passenger 1124,no,22.3,2nd,male,FALSE,FALSE
Passenger 1125,no,24.6,3rd,male,FALSE,FALSE
Passenger 1126,no,23.5,3rd,male,FALSE,FALSE
Passenger 1127,yes,,1st,male,TRUE,TRUE
Passenger 1128,yes,65,3rd,female,TRUE,FALSE
Passenger 1129,no,,3rd,female,FALSE,TRUE
Passenger 1130,no,22.7,3rd,male,FALSE,FALSE
Passenger 1131,yes,47.3,1st,female,TRUE,FALSE
Passenger 1132,yes,,3rd,female,TRUE,TRUE
Passenger 1133,yes,44,2nd,female,TRUE,FALSE
Passenger 1134,no,23.3,3rd,male,FALSE,FALSE
Passenger 1135,yes,,3rd,female,TRUE,TRUE
Passenger 1136,no,,3rd,male,FALSE,TRUE
Passenger 1137,no,13.2,1st,male,FALSE,FALSE
Passenger 1138,no,,3rd,male,FALSE,TRUE
Passenger 1139,no,,1st,male,FALSE,TRUE
Passenger 1140,no,,3rd,male,FALSE,TRUE
Passenger 1141,no,,3rd,male,FALSE,TRUE
Passenger 1142,no,40,2nd,male,FALSE,FALSE
Passenger 1143,yes,31.7,1st,female,TRUE,FALSE
Passenger 1144,no,17.8,3rd,male,FALSE,FALSE
Passenger 1145,yes,12.8,3rd,male,TRUE,FALSE
Passenger 1146,no,,1st,female,FALSE,TRUE
Passenger 1147,no,19.1,3rd,female,FALSE,FALSE
Passenger 1148,no,31.7,2nd,male,FALSE,FALSE
Passenger 1149,yes,46.1,1st,male,TRUE,FALSE
Passenger 1150,yes,25.1,2nd,female,TRUE,FALSE
Passenger 1151,no,36.6,3rd,female,FALSE,FALSE
Passenger 1152,yes,,3rd,female,TRUE,TRUE
Passenger 1153,yes,105.1,3rd,male,TRUE,FALSE
Passenger 1154,no,29.8,1st,female,FALSE,FALSE
Passenger 1155,yes,,1st,male,TRUE,TRUE
Passenger 1156,yes,45.3,3rd,male,TRUE,FALSE
Passenger 1157,yes,12.3,1st,female,TRUE,FALSE
Passenger 1158,yes,,2nd,female,TRUE,TRUE
Passenger 1159,no,,3rd,male,FALSE,TRUE
Passenger 1160,no,,3rd,male,FALSE,TRUE
Passenger 1161,no,20.1,3rd,female,FALSE,FALSE
Passenger 1162,yes,15.5,3rd,female,TRUE,FALSE
Passenger 1163,yes,,2nd,female,TRUE,TRUE
Passenger 1164,yes,,3rd,female,TRUE,TRUE
Passenger 1165,no,20.5,3rd,male,FALSE,FALSE
Passenger 1166,no,,3rd,male,FALSE,TRUE
Passenger 1167,yes,19.5,1st,female,TRUE,FALSE
Passenger 1168,no,39.3,3rd,male,FALSE,FALSE
Passenger 1169,no,,3rd,male,FALSE,TRUE
Passenger 1170,no,61.9,2nd,female,FALSE,FALSE
Passenger 1171,yes,15,3rd,male,TRUE,FALSE
Passenger 1172,no,37,1st,male,FALSE,FALSE
Passenger 1173,yes,,3rd,male,TRUE,TRUE
Passenger 1174,yes,,1st,female,TRUE,TRUE
Passenger 1175,no,,2nd,male,FALSE,TRUE
Passenger 1176,no,56.6,3rd,male,FALSE,FALSE
Passenger 1177,no,,3rd,male,FALSE,TRUE
Passenger 1178,yes,30.6,2nd,male,TRUE,FALSE
Passenger 1179,no,88.7,1st,male,FALSE,FALSE
Passenger 1180,no,12.7,3rd,male,FALSE,FALSE
Passenger 1181,no,32.1,3rd,male,FALSE,FALSE
Passenger 1182,no,,2nd,female,FALSE,TRUE
Passenger 1183,no,,3rd,male,FALSE,TRUE
Passenger 1184,yes,,1st,female,TRUE,TRUE
Passenger 1185,no,12.2,3rd,male,FALSE,FALSE
Passenger 1186,yes,,1st,male,TRUE,TRUE
Passenger 1187,yes,25,1st,male,TRUE,FALSE
Passenger 1188,yes,39.9,1st,male,TRUE,FALSE
Passenger 1189,no,,2nd,female,FALSE,TRUE
Passenger 1190,yes,,1st,female,TRUE,TRUE
Passenger 1191,no,31.8,1st,male,FALSE,FALSE
Passenger 1192,yes,,3rd,male,TRUE,TRUE
Passenger 1193,no,,3rd,male,FALSE,TRUE
Passenger 1194,yes,21.5,2nd,male,TRUE,FALSE
Passenger 1195,no,,3rd,male,FALSE,TRUE
Passenger 1196,no,,3rd,female,FALSE,TRUE
Passenger 1197,no,,3rd,female,FALSE,TRUE
Passenger 1198,no,75.2,3rd,male,FALSE,FALSE
Passenger 1199,yes,,3rd,male,TRUE,TRUE
Passenger 1200,yes,,2nd,male,TRUE,TRUE
Passenger 1201,no,,3rd,male,FALSE,TRUE
Passenger 1202,yes,27.2,3rd,female,TRUE,FALSE
Passenger 1203,yes,16,1st,male,TRUE,FALSE
Passenger 1204,yes,,3rd,male,TRUE,TRUE
Passenger 1205,no,39,3rd,male,FALSE,FALSE
Passenger 1206,no,,3rd,male,FALSE,TRUE
Passenger 1207,yes,30.4,3rd,male,TRUE,FALSE
Passenger 1208,no,,3rd,male,FALSE,TRUE
Passenger 1209,no,33,1st,male,FALSE,FALSE
Passenger 1210,yes,,1st,female,TRUE,TRUE
Passenger 1211,no,12,1st,male,FALSE,FALSE
Passenger 1212,no,30.8,3rd,male,FALSE,FALSE
Passenger 1213,no,16.5,3rd,male,FALSE,FALSE
Passenger 1214,no,19.3,1st,female,FALSE,FALSE
Passenger 1215,no,47.4,3rd,male,FALSE,FALSE
Passenger 1216,no,26.1,3rd,male,FALSE,FALSE
Passenger 1217,yes,57.2,2nd,male,TRUE,FALSE
Passenger 1218,yes,,3rd,male,TRUE,TRUE
Passenger 1219,no,42.4,3rd,male,FALSE,FALSE
Passenger 1220,no,,2nd,male,FALSE,TRUE
Passenger 1221,yes,65.8,2nd,female,TRUE,FALSE
Passenger 1222,yes,,1st,male,TRUE,TRUE
Passenger 1223,no,28.9,3rd,male,FALSE,FALSE
Passenger 1224,no,32.4,3rd,male,FALSE,FALSE
Passenger 1225,no,,3rd,male,FALSE,TRUE
Passenger 1226,no,,1st,male,FALSE,TRUE
Passenger 1227,no,,2nd,male,FALSE,TRUE
Passenger 1228,yes,,1st,male,TRUE,TRUE
Passenger 1229,no,22.5,3rd,male,FALSE,FALSE
Passenger 1230,no,68.6,3rd,male,FALSE,FALSE
Passenger 1231,no,,3rd,male,FALSE,TRUE
Passenger 1232,yes,,3rd,female,TRUE,TRUE
Passenger 1233,no,78.3,3rd,male,FALSE,FALSE
Passenger 1234,no,,3rd,male,FALSE,TRUE
Passenger 1235,yes,39.5,3rd,female,TRUE,FALSE
Passenger 1236,no,46.9,2nd,female,FALSE,FALSE
Passenger 1237,yes,24.8,3rd,male,TRUE,FALSE
Passenger 1238,yes,15.5,3rd,female,TRUE,FALSE
Passenger 1239,yes,,3rd,female,TRUE,TRUE
Passenger 1240,yes,20.3,2nd,female,TRUE,FALSE
Passenger 1241,yes,,3rd,female,TRUE,TRUE
Passenger 1242,yes,25.8,1st,male,TRUE,FALSE
Passenger 1243,no,84.8,3rd,male,FALSE,FALSE
Passenger 1244,no,24.8,3rd,male,FALSE,FALSE
Passenger 1245,yes,,2nd,female,TRUE,TRUE
Passenger 1246,yes,,3rd,female,TRUE,TRUE
Passenger 1247,no,,3rd,male,FALSE,TRUE
Passenger 1248,no,,2nd,male,FALSE,TRUE
Passenger 1249,yes,,2nd,female,TRUE,TRUE
Passenger 1250,no,24.1,2nd,male,FALSE,FALSE
